Country,Date,Active cases,Confirmed cases,Recovered cases,Deaths
Romania,2020-06-14,4870,21999,15719,1410
Romania,2020-06-15,4921,22165,15817,1427
Romania,2020-06-16,4907,22415,16071,1437
Romania,2020-06-17,5192,22760,16117,1451
Romania,2020-06-18,5299,23080,16308,1473
Romania,2020-06-19,5361,23400,16555,1484
Romania,2020-06-20,5495,23730,16735,1500
Romania,2020-06-21,5622,24045,16911,1512
Romania,2020-06-22,5737,24291,17031,1523
Romania,2020-06-23,5779,24505,17187,1539
Romania,2020-06-24,5880,24826,17391,1555
Romania,2020-06-25,5815,25286,17906,1565
Romania,2020-06-26,5937,25697,18181,1579
Romania,2020-06-27,5903,26022,18530,1589
Romania,2020-06-28,5887,26313,18814,1612
Romania,2020-06-29,6036,26582,18912,1634
Romania,2020-06-30,6269,26970,19050,1651
Romania,2020-07-01,6315,27296,19314,1667
Romania,2020-07-02,6696,27746,19363,1687
Romania,2020-07-03,6913,28166,19545,1708
Romania,2020-07-04,6997,28582,19854,1731
Romania,2020-07-05,7197,28973,20026,1750
Romania,2020-07-06,7242,29223,20213,1768
Argentina,2020-01-22,0,0,0,0
Argentina,2020-01-23,0,0,0,0
Argentina,2020-01-24,0,0,0,0
Argentina,2020-01-25,0,0,0,0
Argentina,2020-01-26,0,0,0,0
Argentina,2020-01-27,0,0,0,0
Argentina,2020-01-28,0,0,0,0
Argentina,2020-01-29,0,0,0,0
Argentina,2020-01-30,0,0,0,0
Argentina,2020-01-31,0,0,0,0
Argentina,2020-02-01,0,0,0,0
Argentina,2020-02-02,0,0,0,0
Argentina,2020-02-03,0,0,0,0
Argentina,2020-02-04,0,0,0,0
Argentina,2020-02-05,0,0,0,0
Argentina,2020-02-06,0,0,0,0
Argentina,2020-02-07,0,0,0,0
Argentina,2020-02-08,0,0,0,0
Argentina,2020-02-09,0,0,0,0
Argentina,2020-02-10,0,0,0,0
Argentina,2020-02-11,0,0,0,0
Argentina,2020-02-12,0,0,0,0
Argentina,2020-02-13,0,0,0,0
Argentina,2020-02-14,0,0,0,0
Argentina,2020-02-15,0,0,0,0
Argentina,2020-02-16,0,0,0,0
Argentina,2020-02-17,0,0,0,0
Argentina,2020-02-18,0,0,0,0
Argentina,2020-02-19,0,0,0,0
Argentina,2020-02-20,0,0,0,0
Argentina,2020-02-21,0,0,0,0
Argentina,2020-02-22,0,0,0,0
Argentina,2020-02-23,0,0,0,0
Argentina,2020-02-24,0,0,0,0
Argentina,2020-02-25,0,0,0,0
Argentina,2020-02-26,0,0,0,0
Argentina,2020-02-27,0,0,0,0
Argentina,2020-02-28,0,0,0,0
Argentina,2020-02-29,0,0,0,0
Argentina,2020-03-01,0,0,0,0
Argentina,2020-03-02,0,0,0,0
Argentina,2020-03-03,1,1,0,0
Argentina,2020-03-04,1,1,0,0
Argentina,2020-03-05,1,1,0,0
Argentina,2020-03-06,2,2,0,0
Argentina,2020-03-07,8,8,0,0
Argentina,2020-03-08,11,12,0,1
Argentina,2020-03-09,11,12,0,1
Argentina,2020-03-10,16,17,0,1
Argentina,2020-03-11,18,19,0,1
Argentina,2020-03-12,18,19,0,1
Argentina,2020-03-13,29,31,0,2
Argentina,2020-03-14,31,34,1,2
Argentina,2020-03-15,42,45,1,2
Argentina,2020-03-16,53,56,1,2
Argentina,2020-03-17,63,68,3,2
Argentina,2020-03-18,74,79,3,2
Argentina,2020-03-19,91,97,3,3
Argentina,2020-03-20,122,128,3,3
Argentina,2020-03-21,151,158,3,4
Argentina,2020-03-22,259,266,3,4
Argentina,2020-03-23,294,301,3,4
Argentina,2020-03-24,329,387,52,6
Argentina,2020-03-25,327,387,52,8
Argentina,2020-03-26,430,502,63,9
Argentina,2020-03-27,504,589,72,13
Argentina,2020-03-28,600,690,72,18
Argentina,2020-03-29,654,745,72,19
Argentina,2020-03-30,569,820,228,23
Argentina,2020-03-31,787,1054,240,27
Argentina,2020-04-01,778,1054,248,28
Argentina,2020-04-02,841,1133,256,36
Argentina,2020-04-03,960,1265,266,39
Argentina,2020-04-04,1129,1451,279,43
Argentina,2020-04-05,1127,1451,280,44
Argentina,2020-04-06,1181,1554,325,48
Argentina,2020-04-07,1234,1628,338,56
Argentina,2020-04-08,1294,1715,358,63
Argentina,2020-04-09,1358,1795,365,72
Argentina,2020-04-10,1518,1975,375,82
Argentina,2020-04-11,1452,1975,440,83
Argentina,2020-04-12,1584,2142,468,90
Argentina,2020-04-13,1596,2208,515,97
Argentina,2020-04-14,1616,2277,559,102
Argentina,2020-04-15,1736,2443,596,111
Argentina,2020-04-16,1825,2571,631,115
Argentina,2020-04-17,1880,2669,666,123
Argentina,2020-04-18,1944,2758,685,129
Argentina,2020-04-19,1998,2839,709,132
Argentina,2020-04-20,2068,2941,737,136
Argentina,2020-04-21,2044,3031,840,147
Argentina,2020-04-22,2120,3144,872,152
Argentina,2020-04-23,2351,3435,919,165
Argentina,2020-04-24,2455,3607,976,176
Argentina,2020-04-25,2565,3780,1030,185
Argentina,2020-04-26,2593,3892,1107,192
Argentina,2020-04-27,2666,4003,1140,197
Argentina,2020-04-28,2758,4127,1162,207
Argentina,2020-04-29,2879,4285,1192,214
Argentina,2020-04-30,2954,4428,1256,218
Argentina,2020-05-01,3015,4532,1292,225
Argentina,2020-05-02,3124,4681,1320,237
Argentina,2020-05-03,3183,4783,1354,246
Argentina,2020-05-04,3185,4887,1442,260
Argentina,2020-05-05,3284,5020,1472,264
Argentina,2020-05-06,3411,5208,1524,273
Argentina,2020-05-07,3488,5371,1601,282
Argentina,2020-05-08,3659,5611,1659,293
Argentina,2020-05-09,3748,5776,1728,300
Argentina,2020-05-10,3972,6034,1757,305
Argentina,2020-05-11,4127,6278,1837,314
Argentina,2020-05-12,4382,6563,1862,319
Argentina,2020-05-13,4284,6879,2266,329
Argentina,2020-05-14,4396,7134,2385,353
Argentina,2020-05-15,4626,7479,2497,356
Argentina,2020-05-16,4908,7805,2534,363
Argentina,2020-05-17,5126,8068,2569,373
Argentina,2020-05-18,5364,8371,2625,382
Argentina,2020-05-19,5544,8809,2872,393
Argentina,2020-05-20,5947,9283,2933,403
Argentina,2020-05-21,6483,9931,3032,416
Argentina,2020-05-22,7154,10649,3062,433
Argentina,2020-05-23,7378,11353,3530,445
Argentina,2020-05-24,7892,12076,3732,452
Argentina,2020-05-25,8162,12628,3999,467
Argentina,2020-05-26,8577,13228,4167,484
Argentina,2020-05-27,9084,13933,4349,500
Argentina,2020-05-28,9577,14702,4617,508
Argentina,2020-05-29,10111,15419,4788,520
Argentina,2020-05-30,10898,16214,4788,528
Argentina,2020-05-31,10976,16851,5336,539
Argentina,2020-06-01,11338,17415,5521,556
Argentina,2020-06-02,12041,18319,5709,569
Argentina,2020-06-03,12789,19268,5896,583
Argentina,2020-06-04,13596,20197,5993,608
Argentina,2020-06-05,14317,21037,6088,632
Argentina,2020-06-06,15192,22020,6180,648
Argentina,2020-06-07,15221,22794,6909,664
Argentina,2020-06-08,15622,23620,7305,693
Argentina,2020-06-09,16476,24761,7568,717
Argentina,2020-06-10,17261,25987,7991,735
Argentina,2020-06-11,18276,27373,8332,765
Argentina,2020-06-12,19236,28764,8743,785
Argentina,2020-06-13,20397,30295,9083,815
Argentina,2020-06-14,21180,31577,9564,833
Argentina,2020-06-15,22040,32785,9891,854
Argentina,2020-06-16,23107,34159,10174,878
Argentina,2020-06-17,24127,35552,10512,913
Argentina,2020-06-18,25841,37510,10721,948
Argentina,2020-06-19,26740,39570,11851,979
Argentina,2020-06-20,28006,41204,12206,992
Argentina,2020-06-21,29046,42785,12728,1011
Argentina,2020-06-22,30735,44931,13153,1043
Argentina,2020-06-23,32549,47203,13576,1078
Argentina,2020-06-24,34919,49851,13816,1116
Argentina,2020-06-25,36519,52457,14788,1150
Argentina,2020-06-26,35743,55343,18416,1184
Argentina,2020-06-27,37394,57744,19143,1207
Argentina,2020-06-28,38567,59933,20134,1232
Argentina,2020-06-29,39850,62268,21138,1280
Argentina,2020-06-30,41195,64530,22028,1307
Argentina,2020-07-01,42806,67197,23040,1351
Argentina,2020-07-02,44370,69941,24186,1385
Argentina,2020-07-03,46125,72786,25224,1437
Argentina,2020-07-04,47965,75376,25930,1481
Argentina,2020-07-05,48711,77815,27597,1507
Argentina,2020-07-06,50334,80447,28531,1582
Australia,2020-01-22,0,0,0,0
Australia,2020-01-23,0,0,0,0
Australia,2020-01-24,0,0,0,0
Australia,2020-01-25,0,0,0,0
Australia,2020-01-26,4,4,0,0
Australia,2020-01-27,5,5,0,0
Australia,2020-01-28,5,5,0,0
Australia,2020-01-29,6,6,0,0
Australia,2020-01-30,7,9,2,0
Australia,2020-01-31,7,9,2,0
Australia,2020-02-01,10,12,2,0
Australia,2020-02-02,10,12,2,0
Australia,2020-02-03,10,12,2,0
Australia,2020-02-04,11,13,2,0
Australia,2020-02-05,11,13,2,0
Australia,2020-02-06,12,14,2,0
Australia,2020-02-07,13,15,2,0
Australia,2020-02-08,13,15,2,0
Australia,2020-02-09,13,15,2,0
Australia,2020-02-10,13,15,2,0
Australia,2020-02-11,13,15,2,0
Australia,2020-02-12,13,15,2,0
Australia,2020-02-13,7,15,8,0
Australia,2020-02-14,7,15,8,0
Australia,2020-02-15,7,15,8,0
Australia,2020-02-16,7,15,8,0
Australia,2020-02-17,5,15,10,0
Australia,2020-02-18,5,15,10,0
Australia,2020-02-19,5,15,10,0
Australia,2020-02-20,5,15,10,0
Australia,2020-02-21,4,15,11,0
Australia,2020-02-22,4,15,11,0
Australia,2020-02-23,4,15,11,0
Australia,2020-02-24,4,15,11,0
Australia,2020-02-25,4,15,11,0
Australia,2020-02-26,4,15,11,0
Australia,2020-02-27,4,15,11,0
Australia,2020-02-28,4,15,11,0
Australia,2020-02-29,14,25,11,0
Australia,2020-03-01,15,27,11,1
Australia,2020-03-02,18,30,11,1
Australia,2020-03-03,27,39,11,1
Australia,2020-03-04,39,52,11,2
Australia,2020-03-05,32,55,21,2
Australia,2020-03-06,37,60,21,2
Australia,2020-03-07,40,63,21,2
Australia,2020-03-08,52,76,21,3
Australia,2020-03-09,67,91,21,3
Australia,2020-03-10,83,107,21,3
Australia,2020-03-11,104,128,21,3
Australia,2020-03-12,104,128,21,3
Australia,2020-03-13,174,200,23,3
Australia,2020-03-14,224,250,23,3
Australia,2020-03-15,271,297,23,3
Australia,2020-03-16,351,377,23,3
Australia,2020-03-17,424,452,23,5
Australia,2020-03-18,539,568,23,6
Australia,2020-03-19,649,681,26,6
Australia,2020-03-20,758,791,26,7
Australia,2020-03-21,1038,1071,26,7
Australia,2020-03-22,1454,1549,88,7
Australia,2020-03-23,1587,1682,88,7
Australia,2020-03-24,1921,2044,115,8
Australia,2020-03-25,2237,2364,119,8
Australia,2020-03-26,2625,2810,172,13
Australia,2020-03-27,2936,3143,194,13
Australia,2020-03-28,3382,3640,244,14
Australia,2020-03-29,3724,3984,244,16
Australia,2020-03-30,4087,4361,257,17
Australia,2020-03-31,4183,4559,358,18
Australia,2020-04-01,4420,4862,422,20
Australia,2020-04-02,4572,5116,520,24
Australia,2020-04-03,4653,5330,649,28
Australia,2020-04-04,4819,5550,701,30
Australia,2020-04-05,4895,5687,757,35
Australia,2020-04-06,4677,5797,1080,40
Australia,2020-04-07,4770,5895,1080,45
Australia,2020-04-08,4880,6010,1080,50
Australia,2020-04-09,4585,6108,1472,51
Australia,2020-04-10,4368,6215,1793,54
Australia,2020-04-11,4440,6303,1806,57
Australia,2020-04-12,4449,6315,1806,60
Australia,2020-04-13,4484,6351,1806,61
Australia,2020-04-14,4167,6415,2186,62
Australia,2020-04-15,4191,6440,2186,63
Australia,2020-04-16,4044,6462,2355,63
Australia,2020-04-17,2648,6522,3808,66
Australia,2020-04-18,2377,6568,4124,67
Australia,2020-04-19,2419,6610,4124,67
Australia,2020-04-20,2265,6623,4291,67
Australia,2020-04-21,1883,6645,4695,67
Australia,2020-04-22,1653,6652,4932,67
Australia,2020-04-23,1540,6662,5047,75
Australia,2020-04-24,1462,6677,5136,79
Australia,2020-04-25,1238,6694,5376,80
Australia,2020-04-26,1090,6714,5541,83
Australia,2020-04-27,1050,6721,5588,83
Australia,2020-04-28,990,6744,5665,89
Australia,2020-04-29,946,6752,5715,91
Australia,2020-04-30,931,6766,5742,93
Australia,2020-05-01,910,6778,5775,93
Australia,2020-05-02,891,6799,5814,94
Australia,2020-05-03,878,6822,5849,95
Australia,2020-05-04,864,6847,5887,96
Australia,2020-05-05,803,6875,5975,97
Australia,2020-05-06,766,6894,6031,97
Australia,2020-05-07,738,6913,6078,97
Australia,2020-05-08,699,6918,6122,97
Australia,2020-05-09,701,6939,6141,97
Australia,2020-05-10,684,6948,6167,97
Australia,2020-05-11,660,6970,6213,97
Australia,2020-05-12,612,6980,6270,98
Australia,2020-05-13,594,6989,6297,98
Australia,2020-05-14,587,7019,6334,98
Australia,2020-05-15,578,7035,6359,98
Australia,2020-05-16,582,7044,6364,98
Australia,2020-05-17,563,7054,6392,99
Australia,2020-05-18,556,7068,6413,99
Australia,2020-05-19,541,7072,6431,100
Australia,2020-05-20,511,7081,6470,100
Australia,2020-05-21,516,7095,6478,101
Australia,2020-05-22,513,7099,6485,101
Australia,2020-05-23,504,7114,6508,102
Australia,2020-05-24,481,7114,6531,102
Australia,2020-05-25,472,7126,6552,102
Australia,2020-05-26,476,7139,6560,103
Australia,2020-05-27,468,7150,6579,103
Australia,2020-05-28,486,7165,6576,103
Australia,2020-05-29,476,7184,6605,103
Australia,2020-05-30,475,7192,6614,103
Australia,2020-05-31,481,7202,6618,103
Australia,2020-06-01,493,7221,6626,102
Australia,2020-06-02,491,7229,6636,102
Australia,2020-06-03,490,7240,6648,102
Australia,2020-06-04,462,7247,6683,102
Australia,2020-06-05,462,7252,6688,102
Australia,2020-06-06,454,7259,6703,102
Australia,2020-06-07,457,7265,6706,102
Australia,2020-06-08,445,7267,6720,102
Australia,2020-06-09,432,7274,6740,102
Australia,2020-06-10,424,7285,6759,102
Australia,2020-06-11,405,7289,6782,102
Australia,2020-06-12,389,7294,6803,102
Australia,2020-06-13,380,7320,6838,102
Australia,2020-06-14,382,7335,6851,102
Australia,2020-06-15,389,7347,6856,102
Australia,2020-06-16,407,7370,6861,102
Australia,2020-06-17,412,7391,6877,102
Australia,2020-06-18,429,7409,6878,102
Australia,2020-06-19,428,7411,6881,102
Australia,2020-06-20,463,7461,6896,102
Australia,2020-06-21,469,7474,6903,102
Australia,2020-06-22,475,7492,6915,102
Australia,2020-06-23,494,7521,6924,103
Australia,2020-06-24,523,7558,6931,104
Australia,2020-06-25,533,7595,6958,104
Australia,2020-06-26,537,7601,6960,104
Australia,2020-06-27,589,7686,6993,104
Australia,2020-06-28,653,7764,7007,104
Australia,2020-06-29,693,7834,7037,104
Australia,2020-06-30,776,7920,7040,104
Australia,2020-07-01,807,8001,7090,104
Australia,2020-07-02,832,8066,7130,104
Australia,2020-07-03,837,8260,7319,104
Australia,2020-07-04,940,8443,7399,104
Australia,2020-07-05,1057,8583,7420,106
Australia,2020-07-06,1194,8755,7455,106
Ecuador,2020-01-22,0,0,0,0
Ecuador,2020-01-23,0,0,0,0
Ecuador,2020-01-24,0,0,0,0
Ecuador,2020-01-25,0,0,0,0
Ecuador,2020-01-26,0,0,0,0
Ecuador,2020-01-27,0,0,0,0
Ecuador,2020-01-28,0,0,0,0
Ecuador,2020-01-29,0,0,0,0
Ecuador,2020-01-30,0,0,0,0
Ecuador,2020-01-31,0,0,0,0
Ecuador,2020-02-01,0,0,0,0
Ecuador,2020-02-02,0,0,0,0
Ecuador,2020-02-03,0,0,0,0
Ecuador,2020-02-04,0,0,0,0
Ecuador,2020-02-05,0,0,0,0
Ecuador,2020-02-06,0,0,0,0
Ecuador,2020-02-07,0,0,0,0
Ecuador,2020-02-08,0,0,0,0
Ecuador,2020-02-09,0,0,0,0
Ecuador,2020-02-10,0,0,0,0
Ecuador,2020-02-11,0,0,0,0
Ecuador,2020-02-12,0,0,0,0
Ecuador,2020-02-13,0,0,0,0
Ecuador,2020-02-14,0,0,0,0
Ecuador,2020-02-15,0,0,0,0
Ecuador,2020-02-16,0,0,0,0
Ecuador,2020-02-17,0,0,0,0
Ecuador,2020-02-18,0,0,0,0
Ecuador,2020-02-19,0,0,0,0
Ecuador,2020-02-20,0,0,0,0
Ecuador,2020-02-21,0,0,0,0
Ecuador,2020-02-22,0,0,0,0
Ecuador,2020-02-23,0,0,0,0
Ecuador,2020-02-24,0,0,0,0
Ecuador,2020-02-25,0,0,0,0
Ecuador,2020-02-26,0,0,0,0
Ecuador,2020-02-27,0,0,0,0
Ecuador,2020-02-28,0,0,0,0
Ecuador,2020-02-29,0,0,0,0
Ecuador,2020-03-01,6,6,0,0
Ecuador,2020-03-02,6,6,0,0
Ecuador,2020-03-03,7,7,0,0
Ecuador,2020-03-04,10,10,0,0
Ecuador,2020-03-05,13,13,0,0
Ecuador,2020-03-06,13,13,0,0
Ecuador,2020-03-07,13,13,0,0
Ecuador,2020-03-08,14,14,0,0
Ecuador,2020-03-09,15,15,0,0
Ecuador,2020-03-10,15,15,0,0
Ecuador,2020-03-11,17,17,0,0
Ecuador,2020-03-12,17,17,0,0
Ecuador,2020-03-13,17,17,0,0
Ecuador,2020-03-14,26,28,0,2
Ecuador,2020-03-15,26,28,0,2
Ecuador,2020-03-16,35,37,0,2
Ecuador,2020-03-17,56,58,0,2
Ecuador,2020-03-18,109,111,0,2
Ecuador,2020-03-19,196,199,0,3
Ecuador,2020-03-20,362,367,0,5
Ecuador,2020-03-21,496,506,3,7
Ecuador,2020-03-22,772,789,3,14
Ecuador,2020-03-23,960,981,3,18
Ecuador,2020-03-24,1052,1082,3,27
Ecuador,2020-03-25,1142,1173,3,28
Ecuador,2020-03-26,1366,1403,3,34
Ecuador,2020-03-27,1556,1595,3,36
Ecuador,2020-03-28,1772,1823,3,48
Ecuador,2020-03-29,1863,1924,3,58
Ecuador,2020-03-30,1899,1962,3,60
Ecuador,2020-03-31,2111,2240,54,75
Ecuador,2020-04-01,2597,2748,58,93
Ecuador,2020-04-02,2978,3163,65,120
Ecuador,2020-04-03,3158,3368,65,145
Ecuador,2020-04-04,3193,3465,100,172
Ecuador,2020-04-05,3366,3646,100,180
Ecuador,2020-04-06,3456,3747,100,191
Ecuador,2020-04-07,3456,3747,100,191
Ecuador,2020-04-08,4068,4450,140,242
Ecuador,2020-04-09,4354,4965,339,272
Ecuador,2020-04-10,6496,7161,368,297
Ecuador,2020-04-11,6531,7257,411,315
Ecuador,2020-04-12,6632,7466,501,333
Ecuador,2020-04-13,6577,7529,597,355
Ecuador,2020-04-14,6538,7603,696,369
Ecuador,2020-04-15,6690,7858,780,388
Ecuador,2020-04-16,6984,8225,838,403
Ecuador,2020-04-17,7191,8450,838,421
Ecuador,2020-04-18,7558,9022,1008,456
Ecuador,2020-04-19,7933,9468,1061,474
Ecuador,2020-04-20,8471,10128,1150,507
Ecuador,2020-04-21,8671,10398,1207,520
Ecuador,2020-04-22,9051,10850,1262,537
Ecuador,2020-04-23,9295,11183,1328,560
Ecuador,2020-04-24,20777,22719,1366,576
Ecuador,2020-04-25,20777,22719,1366,576
Ecuador,2020-04-26,20777,22719,1366,576
Ecuador,2020-04-27,21020,23240,1557,663
Ecuador,2020-04-28,21830,24258,1557,871
Ecuador,2020-04-29,22235,24675,1557,883
Ecuador,2020-04-30,22476,24934,1558,900
Ecuador,2020-05-01,23360,26336,1913,1063
Ecuador,2020-05-02,23961,27464,2132,1371
Ecuador,2020-05-03,24674,29538,3300,1564
Ecuador,2020-05-04,26879,31881,3433,1569
Ecuador,2020-05-05,26879,31881,3433,1569
Ecuador,2020-05-06,26830,31881,3433,1618
Ecuador,2020-05-07,25211,30298,3433,1654
Ecuador,2020-05-08,23681,28818,3433,1704
Ecuador,2020-05-09,23921,29071,3433,1717
Ecuador,2020-05-10,23999,29559,3433,2127
Ecuador,2020-05-11,23931,29509,3433,2145
Ecuador,2020-05-12,24659,30419,3433,2327
Ecuador,2020-05-13,24719,30486,3433,2334
Ecuador,2020-05-14,24731,30502,3433,2338
Ecuador,2020-05-15,25440,31467,3433,2594
Ecuador,2020-05-16,26642,32763,3433,2688
Ecuador,2020-05-17,27013,33182,3433,2736
Ecuador,2020-05-18,27350,33582,3433,2799
Ecuador,2020-05-19,27855,34151,3457,2839
Ecuador,2020-05-20,28409,34854,3557,2888
Ecuador,2020-05-21,28810,35306,3557,2939
Ecuador,2020-05-22,29215,35828,3557,3056
Ecuador,2020-05-23,29605,36258,3557,3096
Ecuador,2020-05-24,30088,36756,3560,3108
Ecuador,2020-05-25,16149,37355,18003,3203
Ecuador,2020-05-26,16149,37355,18003,3203
Ecuador,2020-05-27,16403,38103,18425,3275
Ecuador,2020-05-28,16733,38471,18425,3313
Ecuador,2020-05-29,16047,38571,19190,3334
Ecuador,2020-05-30,16047,38571,19190,3334
Ecuador,2020-05-31,16148,39098,19592,3358
Ecuador,2020-06-01,16148,39098,19592,3358
Ecuador,2020-06-02,16957,40414,20019,3438
Ecuador,2020-06-03,17461,40966,20019,3486
Ecuador,2020-06-04,17461,40966,20019,3486
Ecuador,2020-06-05,17473,41575,20568,3534
Ecuador,2020-06-06,18100,42728,21020,3608
Ecuador,2020-06-07,18479,43120,21020,3621
Ecuador,2020-06-08,18716,43378,21020,3642
Ecuador,2020-06-09,19207,43917,21020,3690
Ecuador,2020-06-10,18858,44440,21862,3720
Ecuador,2020-06-11,18858,44440,21862,3720
Ecuador,2020-06-12,19271,45778,22679,3828
Ecuador,2020-06-13,19617,46356,22865,3874
Ecuador,2020-06-14,19791,46751,23064,3896
Ecuador,2020-06-15,20044,47322,23349,3929
Ecuador,2020-06-16,20289,47943,23684,3970
Ecuador,2020-06-17,20602,48490,23881,4007
Ecuador,2020-06-18,20887,49097,24123,4087
Ecuador,2020-06-19,21129,49731,24446,4156
Ecuador,2020-06-20,21129,49731,24446,4156
Ecuador,2020-06-21,21426,50640,24991,4223
Ecuador,2020-06-22,21426,50640,24991,4223
Ecuador,2020-06-23,22378,51643,24991,4274
Ecuador,2020-06-24,22378,51643,24991,4274
Ecuador,2020-06-25,22716,53156,26097,4343
Ecuador,2020-06-26,22957,53856,26493,4406
Ecuador,2020-06-27,23230,54574,26920,4424
Ecuador,2020-06-28,23768,55255,27058,4429
Ecuador,2020-06-29,23733,55665,27430,4502
Ecuador,2020-06-30,24311,56432,27594,4527
Ecuador,2020-07-01,25794,58257,27887,4576
Ecuador,2020-07-02,26797,59468,28032,4639
Ecuador,2020-07-03,27566,60657,28391,4700
Ecuador,2020-07-04,28259,61535,28507,4769
Ecuador,2020-07-05,28455,61958,28722,4781
Ecuador,2020-07-06,28687,62380,28872,4821
Ghana,2020-01-22,0,0,0,0
Ghana,2020-01-23,0,0,0,0
Ghana,2020-01-24,0,0,0,0
Ghana,2020-01-25,0,0,0,0
Ghana,2020-01-26,0,0,0,0
Ghana,2020-01-27,0,0,0,0
Ghana,2020-01-28,0,0,0,0
Ghana,2020-01-29,0,0,0,0
Ghana,2020-01-30,0,0,0,0
Ghana,2020-01-31,0,0,0,0
Ghana,2020-02-01,0,0,0,0
Ghana,2020-02-02,0,0,0,0
Ghana,2020-02-03,0,0,0,0
Ghana,2020-02-04,0,0,0,0
Ghana,2020-02-05,0,0,0,0
Ghana,2020-02-06,0,0,0,0
Ghana,2020-02-07,0,0,0,0
Ghana,2020-02-08,0,0,0,0
Ghana,2020-02-09,0,0,0,0
Ghana,2020-02-10,0,0,0,0
Ghana,2020-02-11,0,0,0,0
Ghana,2020-02-12,0,0,0,0
Ghana,2020-02-13,0,0,0,0
Ghana,2020-02-14,0,0,0,0
Ghana,2020-02-15,0,0,0,0
Ghana,2020-02-16,0,0,0,0
Ghana,2020-02-17,0,0,0,0
Ghana,2020-02-18,0,0,0,0
Ghana,2020-02-19,0,0,0,0
Ghana,2020-02-20,0,0,0,0
Ghana,2020-02-21,0,0,0,0
Ghana,2020-02-22,0,0,0,0
Ghana,2020-02-23,0,0,0,0
Ghana,2020-02-24,0,0,0,0
Ghana,2020-02-25,0,0,0,0
Ghana,2020-02-26,0,0,0,0
Ghana,2020-02-27,0,0,0,0
Ghana,2020-02-28,0,0,0,0
Ghana,2020-02-29,0,0,0,0
Ghana,2020-03-01,0,0,0,0
Ghana,2020-03-02,0,0,0,0
Ghana,2020-03-03,0,0,0,0
Ghana,2020-03-04,0,0,0,0
Ghana,2020-03-05,0,0,0,0
Ghana,2020-03-06,0,0,0,0
Ghana,2020-03-07,0,0,0,0
Ghana,2020-03-08,0,0,0,0
Ghana,2020-03-09,0,0,0,0
Ghana,2020-03-10,0,0,0,0
Ghana,2020-03-11,0,0,0,0
Ghana,2020-03-12,0,0,0,0
Ghana,2020-03-13,0,0,0,0
Ghana,2020-03-14,3,3,0,0
Ghana,2020-03-15,6,6,0,0
Ghana,2020-03-16,6,6,0,0
Ghana,2020-03-17,7,7,0,0
Ghana,2020-03-18,7,7,0,0
Ghana,2020-03-19,11,11,0,0
Ghana,2020-03-20,16,16,0,0
Ghana,2020-03-21,18,19,0,1
Ghana,2020-03-22,22,23,0,1
Ghana,2020-03-23,25,27,0,2
Ghana,2020-03-24,51,53,0,2
Ghana,2020-03-25,89,93,0,4
Ghana,2020-03-26,127,132,1,4
Ghana,2020-03-27,131,137,2,4
Ghana,2020-03-28,134,141,2,5
Ghana,2020-03-29,145,152,2,5
Ghana,2020-03-30,145,152,2,5
Ghana,2020-03-31,125,161,31,5
Ghana,2020-04-01,159,195,31,5
Ghana,2020-04-02,168,204,31,5
Ghana,2020-04-03,169,205,31,5
Ghana,2020-04-04,169,205,31,5
Ghana,2020-04-05,178,214,31,5
Ghana,2020-04-06,178,214,31,5
Ghana,2020-04-07,251,287,31,5
Ghana,2020-04-08,273,313,34,6
Ghana,2020-04-09,369,378,3,6
Ghana,2020-04-10,368,378,4,6
Ghana,2020-04-11,396,408,4,8
Ghana,2020-04-12,554,566,4,8
Ghana,2020-04-13,554,566,4,8
Ghana,2020-04-14,611,636,17,8
Ghana,2020-04-15,611,636,17,8
Ghana,2020-04-16,550,641,83,8
Ghana,2020-04-17,550,641,83,8
Ghana,2020-04-18,726,834,99,9
Ghana,2020-04-19,934,1042,99,9
Ghana,2020-04-20,934,1042,99,9
Ghana,2020-04-21,934,1042,99,9
Ghana,2020-04-22,1046,1154,99,9
Ghana,2020-04-23,1046,1154,99,9
Ghana,2020-04-24,1135,1279,134,10
Ghana,2020-04-25,1135,1279,134,10
Ghana,2020-04-26,1384,1550,155,11
Ghana,2020-04-27,1384,1550,155,11
Ghana,2020-04-28,1467,1671,188,16
Ghana,2020-04-29,1467,1671,188,16
Ghana,2020-04-30,1845,2074,212,17
Ghana,2020-05-01,1845,2074,212,17
Ghana,2020-05-02,1922,2169,229,18
Ghana,2020-05-03,1922,2169,229,18
Ghana,2020-05-04,2407,2719,294,18
Ghana,2020-05-05,2407,2719,294,18
Ghana,2020-05-06,2779,3091,294,18
Ghana,2020-05-07,2770,3091,303,18
Ghana,2020-05-08,3671,4012,323,18
Ghana,2020-05-09,3863,4263,378,22
Ghana,2020-05-10,3863,4263,378,22
Ghana,2020-05-11,4184,4700,494,22
Ghana,2020-05-12,4611,5127,494,22
Ghana,2020-05-13,4870,5408,514,24
Ghana,2020-05-14,4832,5530,674,24
Ghana,2020-05-15,4150,5638,1460,28
Ghana,2020-05-16,3952,5735,1754,29
Ghana,2020-05-17,3952,5735,1754,29
Ghana,2020-05-18,3952,5735,1754,29
Ghana,2020-05-19,4292,6096,1773,31
Ghana,2020-05-20,4340,6269,1898,31
Ghana,2020-05-21,4340,6269,1898,31
Ghana,2020-05-22,4504,6486,1951,31
Ghana,2020-05-23,4608,6617,1978,31
